"Title","Investigator","Institute","Fiscal Year","FOA Number","Funded Status","Project Number","Priority Area","Application ID"
"Protein voltage sensors: kilohertz imaging of neural dynamics in behaving animals","Lin, Michael Z. Schnitzer, Mark J (contact)","Stanford University","2014","RFA-NS-14-008","Complete","1U01NS090600-01","Monitor Neural ActivityInterventional Tools","8827201"
"Three Dimensional Holography for Parallel Multi-target Optogenetic Circuit Manipulation","Emiliani, Valentina Picaud, Serge  (contact)","Pierre And Marie Curie University","2014","RFA-NS-14-008","Complete","1U01NS090501-01","Monitor Neural ActivityInterventional Tools","8826957"
"Genetically encoded sensors for the biogenic amines: watching neuromodulation in action","Tian, Lin","University Of California At Davis","2014","RFA-NS-14-007","Complete","1U01NS090604-01","Monitor Neural ActivityInterventional Tools","8827206"
"Epigenomic mapping approaches for cell-type classification in the brain","Behrens, M Margarita Ecker, Joseph R (contact)","Salk Institute For Biological Studies","2014","RFA-MH-14-215","Complete","1U01MH105985-01","Cell Type","8822735"
"Novel Genetic Strategy for Sparse Labeling and Manipulation of Mammalian Neurons","Yang, Xiangdong William","University Of California Los Angeles","2014","RFA-MH-14-216","Complete","1U01MH106008-01","Cell TypeCircuit DiagramsMonitor Neural ActivityInterventional Tools","8822751"
"Magnetic Particle Imaging (MPI) for Functional Brain Imaging in Humans","Conolly, Steven M Griswold, Mark Wald, Lawrence L (contact)","Massachusetts General Hospital","2014","RFA-MH-14-217","Complete","1R24MH106053-01","Monitor Neural ActivityInterventional ToolsHuman Neuroscience","8827525"
"An optogenetic toolkit for the interrogation and control of single cells.","Hannon, Gregory J","Cold Spring Harbor Laboratory","2014","RFA-MH-14-216","Complete","1U01MH106035-01","Cell TypeCircuit DiagramsMonitor Neural ActivityInterventional Tools","8822629"
"Classification of Cortical Neurons by Single Cell Transcriptomics","Ngai, John J.","University Of California Berkeley","2014","RFA-MH-14-215","Complete","1U01MH105979-01","Cell Type","8822674"
"Classifying Cortical Neurons by Correlating Transcriptome with Function","Scanziani, Massimo","University Of California San Diego","2014","RFA-MH-14-215","Complete","1U01MH105959-01","Cell Type","8822747"
"Towards quantitative cell type-based mapping of the whole mouse brain","Osten, Pavel","Cold Spring Harbor Laboratory","2014","RFA-MH-14-215","Complete","1U01MH105971-01","Cell Type","8822445"
"In Vivo Brain Network Latency Mapping","BASSER, PETER J","National Institute of Child Health and Human Development","2018","","Active","","Human NeuroscienceInterventional ToolsMonitor Neural Activity",""
"BRAIN power: expanding reproducibility, quality control, and visualization in AFNI/SUMA","COX, ROBERT WILLIAM (contact); NIELSON, DYLAN MILES","U.S. NATIONAL INSTITUTE OF MENTAL HEALTH","2018","RFA-MH-17-257","Active","1R24MH117467-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools",""
"CRCNS: Theory and Experiments to Elucidate Neural Coding in the Reward Circuit","WITTEN, DANIELA  (contact); WITTEN, ILANA","UNIVERSITY OF WASHINGTON","2018","PAR-18-804","Active","1R01DA047869-01","Theory & Data Analysis Tools","9692121"
"CRCNS Research Proposal: Cortico-amygdalar substrates of adaptive learningRecent advances in computational psychiatry have revealed failures in using models of the reward environment to flexibly change undesired behavior in individuals with substance use","SOLTANI, ALIREZA  (contact); IZQUIERDO, ALICIA","DARTMOUTH COLLEGE","2018","PAR-18-804","Active","1R01DA047870-01","Theory & Data Analysis Tools","9691634"
"CRCNS: Common algorithmic strategies used by the brain for labeling points in high-dimensional space","NAVLAKHA, SAKET","SALK INSTITUTE FOR BIOLOGICAL STUDIES","2018","PAR-18-804","Active","1R01DC017695-01","Theory & Data Analysis Tools","9692942"
"CRCNS: Modeling the role of auditory feedback in speech motor control","HOUDE, JOHN FRANCIS (contact); NAGARAJAN, SRIKANTAN S","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","2018","PAR-18-804","Active","1R01DC017696-01","Theory & Data Analysis Tools","9692957"
"CRCNS: Improving Bioelectronic Selectivity with Intrafascicular Stimulation","JUNG, RANU  (contact); ABBAS, JAMES J","FLORIDA INTERNATIONAL UNIVERSITY","2018","PAR-18-804","Active","1R01EB027584-01","Theory & Data Analysis Tools","9692905"
"CRCNS: Community-supported open-source software for computational neuroanatomy","GARYFALLIDIS, ELEFTHERIOS","INDIANA UNIVERSITY BLOOMINGTON","2018","PAR-18-804","Active","1R01EB027585-01","Theory & Data Analysis Tools","9692911"
"CRCNS: Computational neuroimaging of the human","RESS, DAVID B","BAYLOR COLLEGE OF MEDICINE","2018","PAR-18-804","Active","1R01EB027586-01","Theory & Data Analysis Tools","9692919"
"CRCNS: Joint coding of shape and texture in the primate brain","PASUPATHY, ANITHA","UNIVERSITY OF WASHINGTON","2018","PAR-18-804","Active","1R01EY029997-01","Theory & Data Analysis Tools","9692119"
"CRCNS: US-Japan Research Proposal: The Computational Principles of a Neural Face Processing System","FREIWALD, WINRICH","ROCKEFELLER UNIVERSITY","2018","PAR-18-804","Active","1R01EY029998-01","Theory & Data Analysis Tools","9692129"
"CRCNS: Theory-guided studies of cortical mechanisms of multi-input integration","MILLER, KENNETH D (contact); VAN HOOSER, STEPHEN D","COLUMBIA UNIVERSITY HEALTH SCIENCES","2018","PAR-18-804","Active","1R01EY029999-01","Theory & Data Analysis Tools","9692886"
"CRCNS: Neural Basis of Planning","LEE, DAEYEOL  (contact); MA, WHEE KY","YALE UNIVERSITY","2018","PAR-18-804","Active","1R01MH118925-01","Theory & Data Analysis Tools","9692133"
"CRCNS: Dynamics of Gain Recalibration in the Hippocampal-Entorhinal Path Integration SystemThe striking organization of hippocampal place cells and grid cells have provided unique insights into how the brain constructs and uses representations of the envi","KNIERIM, JAMES J (contact); COWAN, NOAH JOHN; HEDRICK, KATHRYN ; ZHANG, KECHEN","JOHNS HOPKINS UNIVERSITY","2018","PAR-18-804","Active","1R01MH118926-01","Theory & Data Analysis Tools","9692138"
"CRCNS: Modulating Neural Population Interactions between Cortical Areas","YU, BYRON M (contact); SMITH, MATTHEW A","CARNEGIE-MELLON UNIVERSITY","2018","PAR-18-804","Active","1R01MH118929-01","Theory & Data Analysis Tools","9692896"
"CRCNS: Collaboration toward an experimentally validated multiscale model of  rTMS","QUEISSER, GILLIAN","TEMPLE UNIV OF THE COMMONWEALTH","2018","PAR-18-804","Active","1R01MH118930-01","Theory & Data Analysis Tools","9692988"
"CRCNS: Real-time neural decoding for calcium imaging","CHEN, RONG  (contact); BHATTACHARYYA, SHUVRA S","UNIVERSITY OF MARYLAND BALTIMORE","2018","PAR-18-804","Active","1R01NS110421-01","Theory & Data Analysis Tools","9692105"
"CRCNS: Modeling the nanophysiology of dendritic spines","YUSTE, RAFAEL","COLUMBIA UNIV NEW YORK MORNINGSIDE","2018","PAR-18-804","Active","1R01NS110422-01","Theory & Data Analysis Tools","9691638"
"CRCNS: MOVE!-MOdeling of fast Movement for Enhancement via neuroprosthetics","SARMA, SRIDEVI V","JOHNS HOPKINS UNIVERSITY","2018","PAR-18-804","Active","1R01NS110423-01","Theory & Data Analysis Tools","9692936"
"CRCNS: Deep Neural Network Approaches for Closed-Loop Deep Brain Stimulation","RICHARDSON, ROBERT MARK (contact); TURNER, ROBERT STERLING","UNIVERSITY OF PITTSBURGH AT PITTSBURGH","2018","PAR-18-804","Active","1R01NS110424-01","Theory & Data Analysis Tools","9692927"
"CRCNS: An Integrative Study of Hippocampal-Neocortical Memory Coding during Sleep","CHEN, ZHE  (contact); WILSON, MATTHEW A","NEW YORK UNIVERSITY SCHOOL OF MEDICINE","2018","PAR-18-804","Active","1R01MH118928-01","Theory & Data Analysis Tools","9691565"
"CRCNS: Geometry-based Brain Connectome Analysis","DUNSON, DAVID BRIAN (contact); ZHANG, ZHENGWU","DUKE UNIVERSITY","2018","PAR-18-804","Active","1R01MH118927-01","Theory & Data Analysis Tools","9691584"
"CRCNS: Advancing Computational Methods to Reveal Human Thalamocortical Dynamics","JONES, STEPHANIE RUGGIANO (contact); HAMALAINEN, MATTI","BROWN UNIVERSITY","2018","PAR-18-804","Active","5R01MH106174-05","Theory & Data Analysis Tools","9488534"
"CRCNS: Dynamical Constraints on Neural Population Activity","YU, BYRON M (contact); BATISTA, AARON PAUL","CARNEGIE-MELLON UNIVERSITY","2018","PAR-17-804","Active","5R01NS105318-02","Theory & Data Analysis Tools","9501826"
"CRCNS: Sparse odor coding in the olfactory bulb","RINBERG, DMITRY  (contact); KOULAKOV, ALEXEI","NEW YORK UNIVERSITY SCHOOL OF MEDICINE","2018","PAR-14-804","Active","5R01DC014366-05","Theory & Data Analysis Tools","9485927"
"CRCNS: US-French Research Proposal: Neurovascular coupling-democracy or oligarchy?","DREW, PATRICK JAMES","PENNSYLVANIA STATE UNIVERSITY-UNIV PARK","2018","PAR-15-804","Active","5R01EB021703-04","Theory & Data Analysis Tools","9497487"
"CRCNS: Decision Making in Changing Environments","GOLD, JOSHUA I (contact); JOSIC, KRESIMIR ; KILPATRICK, ZACHARY PETER","UNIVERSITY OF PENNSYLVANIA","2018","PAR-17-804","Active","5R01MH115557-02","Theory & Data Analysis Tools","9515039"
"CRCNS:Navigation Through A Memory Space in the Rodent Hippocampus","HOWARD, MARC W","BOSTON UNIVERSITY (CHARLES RIVER CAMPUS)","2018","PAR-16-804","Active","5R01MH112169-03","Theory & Data Analysis Tools","9473115"
"CRCNS: US-France Modeling & Predicting BCI Learning from Dynamic Networks","BASSETT, DANIELLE SMITH","UNIVERSITY OF PENNSYLVANIA","2018","PAR-15-804","Active","5R01HD086888-04","Theory & Data Analysis Tools","9549121"
"CRCNS: Dynamical mechanisms of oscillation transitions in the olfactory system","KAY, LESLIE M (contact); CLELAND, THOMAS A","UNIVERSITY OF CHICAGO","2018","PAR-14-804","Active","5R01DC014367-05","Theory & Data Analysis Tools","9506558"
"CRCNS: Neural signals that maintain/refresh LTP and memory","GRIFFITH, LESLIE C","BRANDEIS UNIVERSITY","2018","PAR-16-804","Active","5R01DA043195-02","Theory & Data Analysis Tools","9470864"
"CRCNS: Multi-scale models of proprioceptive encoding for sensorimotor control","TING, LENA H","EMORY UNIVERSITY","2018","PAR-16-804","Active","5R01HD090642-03","Theory & Data Analysis Tools","9491594"
"CRCNS: Computational Approach to Assess Replicability of Neurobehavior Phenotypes","BOGUE, MOLLY A","JACKSON LABORATORY","2018","PAR-17-804","Active","5R01DA045401-02","Theory & Data Analysis Tools","9550969"
"CRCNS: Rhythm generation in rodent spinal cord","DOUGHERTY, KIMBERLY J","DREXEL UNIVERSITY","2018","PAR-15-804","Active","5R01NS095366-04","Theory & Data Analysis Tools","9533715"
"CRCNS: Cholinergic contribution to hippocampal information processing","CANAVIER, CARMEN CASTRO (contact); GASPARINI, SONIA","LSU HEALTH SCIENCES CENTER","2018","PAR-17-804","Active","5R01MH115832-02","Theory & Data Analysis Tools","9542921"
"Combined  Cortical  and  Subcortical  Recording  and Stimulation  as  a  Circuit-Oriented  Treatment  for  Obsessive-Compulsive  Disorder","Dougherty, Darin D (contact) Widge, Alik S","Massachusetts General Hospital","2018","RFA-NS-16-010","Active","3UH3NS100548-01S2","Human NeuroscienceInterventional ToolsMonitor Neural Activity","9783928"
"Memory consolidation during sleep studied by direct neuronal recording and stimulation inside human brain","FRIED, ITZHAK","UNIVERSITY OF CALIFORNIA LOS ANGELES","2018","RFA-NS-18-010","Active","U01NS108930","Human NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural Activity","9628515"
"Context-dependent processing in sensorimotor cortex","Collinger, Jennifer","UNIVERSITY OF PITTSBURGH AT PITTSBURGH","2018","RFA-NS-18-010","Active","U01NS108922","Human NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural Activity","9628222"
"Mechanisms of Rapid, Flexible Cognitive Control in Human Prefrontal Cortex","Sheth, Sameer","BAYLOR COLLEGE OF MEDICINE","2018","RFA-NS-18-010","Active","U01NS108923","Human NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural Activity","9628299"
"Dynamics and Causal Functions of Large-Scale Cortical and Subcortical Networks","SCHALK, GERWIN","WADSWORTH CENTER","2018","RFA-NS-18-010","Active","U01NS108916","Human NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural Activity","9627081"
"Cortical Signature and Modulation of Pain","WANG, FAN et al.","DUKE UNIVERSITY","2018","RFA-NS-18-009","Active","R01NS109947","Integrated Approaches","9667814"
"Circuit mechanisms for encoding naturalistic motion in the mammalian retina","Wei, Wei","UNIVERSITY OF CHICAGO","2018","RFA-NS-18-009","Active","R01NS109990","Integrated Approaches","9668818"
"Linking Plasticity of Hippocampal Representation across the Single Neuron and Circuit Levels","BASU, JAYEETA et al.","NEW YORK UNIVERSITY SCHOOL OF MEDICINE","2018","RFA-NS-18-009","Active","R01NS109994","Integrated Approaches","9668848"
"Using functionally-defined glomeruli to probe circuit function in the mammalian olfactory bulb","WACHOWIAK, DALE","UNIVERSITY OF UTAH","2018","RFA-NS-18-009","Active","R01NS109979","Integrated Approaches","9668660"
"Mapping of spatiotemporal code features to neural and perceptual spaces","RINBERG, DMITRY et al.","NEW YORK UNIVERSITY SCHOOL OF MEDICINE","2018","RFA-NS-18-009","Active","R01NS109961","Integrated Approaches","9668300"
"Circuit and Synaptic Mechanisms of Visual Spatial Attention","Haider, Bilal","GEORGIA INSTITUTE OF TECHNOLOGY","2018","RFA-NS-18-009","Active","R01NS109978","Integrated Approaches","9668638"
"Cortical Interactions Underlying Sensory Representations","Chen, Jerry","BOSTON UNIVERSITY (CHARLES RIVER CAMPUS)","2018","RFA-NS-18-009","Active","R01NS109965","Integrated Approaches","9668416"
"Neural circuits underlying thirst and satiety regulation","Oka, Yuki","CALIFORNIA INSTITUTE OF TECHNOLOGY","2018","RFA-NS-18-009","Active","R01NS109997","Integrated Approaches","9668953"
"Striatal Plasticity in Habit Formation as a Platform to Deconstruct Adaptive Learning","CALAKOS, NICOLE","DUKE UNIVERSITY","2018","RFA-NS-18-009","Active","R01NS110059","Integrated Approaches","9675820"
"Population Neural Activity Mediating Sensory Perception Across Modalities","CLANDININ, THOMAS ROBERT et al.","STANFORD UNIVERSITY","2018","RFA-NS-18-009","Active","R01NS110060","Integrated Approaches","9675521"
"Spatiotemporal control of dendritic inhibition by a family of diverse somatostatin-expressing interneurons","Rudy, Bernardo","NEW YORK UNIVERSITY SCHOOL OF MEDICINE","2018","RFA-NS-18-009","Active","R01NS110079","Integrated Approaches","9676007"
"The diversity of dopamine neurons: from connectivity and activity to functions.","Uchida, Naoshige","HARVARD UNIVERSITY","2018","RFA-NS-18-009","Active","R01NS108740","Integrated Approaches","9616981"
"Identifying, manipulating, and studying a complete sensory-to-motor model behavior circuit","STOWERS, LISA","SCRIPPS RESEARCH INSTITUTE","2018","RFA-NS-18-009","Active","R01NS108439","Integrated Approaches","9612021"
"Circuitry underlying response summation in mouse and primate: Theory and experiment","REYNOLDS, JOHN H et al.","SALK INSTITUTE FOR BIOLOGICAL STUDIES","2018","RFA-NS-18-008","Active","U01NS108683","Integrated Approaches","9615853"
"A 5-dimensional connectomics approach to the neural basis of behavior","KATZ, PAUL","UNIVERSITY OF MASSACHUSETTS AMHERST","2018","RFA-NS-18-008","Active","U01NS108637","Integrated Approaches","9614766"
"Large-scale recording of population activity during social cognition in freely moving non-human primates","DRAGOI, VALENTIN et al.","UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON","2018","RFA-NS-18-008","Active","U01NS108680","Integrated Approaches","9615685"
"Resource for Multiphoton Characterization of Genetically-Encoded Probes","Drobizhev, Mikhail","MONTANA STATE UNIVERSITY - BOZEMAN","2018","RFA-NS-18-005","Active","U24NS109107","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9646044"
"Recombinant Immunolabels for Nanoprecise Brain Mapping Across Scales","Trimmer, James","UNIVERSITY OF CALIFORNIA AT DAVIS","2018","RFA-NS-18-005","Active","U24NS109113","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9646201"
"A Facility to Generate Connectomics Information","Lichtman, Jeff","HARVARD UNIVERSITY","2018","RFA-NS-18-005","Active","U24NS109102","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9645829"
"A Biomimetic Approach Towards a Dexterous Neuroprosthesis","BONINGER, MICHAEL","UNIVERSITY OF PITTSBURGH AT PITTSBURGH","2018","RFA-NS-17-006","Active","UH3NS107714","Human NeuroscienceInterventional ToolsMonitor Neural Activity","9587834"
"Development and Translation of an Intracranial Auditory Nerve Implant","LIM, HUBERT HYUNGIL et al.","UNIVERSITY OF MINNESOTA","2018","RFA-NS-17-005","Active","UG3NS107688","Human NeuroscienceInterventional ToolsMonitor Neural Activity","9588697"
"Prototyping an ultrasound system for spatiotemporally precise noninvasive neuromodulatory drug uncaging and functional imaging in awake primates","Caskey, Charles","VANDERBILT UNIVERSITY MEDICAL CENTER","2018","RFA-NS-17-004","Active","UF1NS107666","Interventional ToolsMonitor Neural Activity","9588687"
"SCAPE microscopy for high-speed 3D imaging of cellular function in behaving animals: Continued innovation, optimization, and dissemination","Hillman, Elizabeth","COLUMBIA UNIVERSITY HEALTH SCIENCES","2018","RFA-NS-17-004","Active","UF1NS108213","Interventional ToolsMonitor Neural Activity","9593299"
"Optimization and distribution of high density cellular scale carbon and silicon arrays","Chestek, Cynthia","UNIVERSITY OF MICHIGAN AT ANN ARBOR","2018","RFA-NS-17-004","Active","UF1NS107659","Integrated ApproachesInterventional Tools","9588357"
"High speed, high precision volumetric multiphoton neural control","Adesnik, Hillel","UNIVERSITY OF CALIFORNIA BERKELEY","2018","RFA-NS-17-004","Active","UF1NS107574","Integrated ApproachesInterventional Tools","9587453"
"An open source, wireless, miniature microscope for monitoring neuronal activity","BASSO, MICHELE A et al.","UNIVERSITY OF CALIFORNIA LOS ANGELES","2018","RFA-NS-17-004","Active","UF1NS107668","Interventional ToolsMonitor Neural Activity","9588792"
"Transgenic mice and multiplexed, multi-beam instrumentation for large-scale optical experiments on brain states and ensemble cellular dynamics in behaving animals","SCHNITZER, MARK J et al.","STANFORD UNIVERSITY","2018","RFA-NS-17-004","Active","UF1NS107610","Interventional ToolsMonitor Neural Activity","9587916"
"Modular systems for large scale, long lasting measurements of brain activity","Frank, Loren","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","2018","RFA-NS-17-004","Active","UF1NS107667","Interventional ToolsMonitor Neural Activity","9588709"
"Bidirectional optical-acoustic mesoscopic neural interface for image-guided neuromodulation in behaving animals","SHOHAM, SHY et al.","NEW YORK UNIVERSITY SCHOOL OF MEDICINE","2018","RFA-NS-17-003","Active","UF1NS107680","Interventional Tools","9588727"
"MINIMALLY-INVASIVE NANO-DIALYSIS NEURAL PROBE FOR MULTIPLEXED MONITORING OF NEUROCHEMICALS WITH HIGH SPATIO-TEMPORAL RESOLUTION","VLASOV, YURII A et al.","UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN","2018","RFA-NS-17-003","Active","UF1NS107677","Interventional Tools","9588761"
"Fast volumetric imaging of large areas in deep brain","HOLY, TIMOTHY","WASHINGTON UNIVERSITY","2018","RFA-NS-17-003","Active","UF1NS108176","Interventional Tools","9592777"
"Controlling the spatial extent of light-based monitoring and manipulation of neural activity in vivo","Sabatini, Bernardo","HARVARD MEDICAL SCHOOL","2018","RFA-NS-17-003","Active","UF1NS108177","Interventional Tools","9592756"
"Quantitative mapping of oxygenation around neural interfaces using novel PISTOL MR imaging","MUTHUSWAMY, JITENDRAN et al.","ARIZONA STATE UNIVERSITY-TEMPE CAMPUS","2018","RFA-NS-17-003","Active","UF1NS107676","Interventional Tools","9588784"
"Population Imaging of Action Potentials by Novel Two-Photon Microscopes and Genetically Encoded Voltage Indicators","CHEN, JERRY L et al.","BOSTON UNIVERSITY (CHARLES RIVER CAMPUS)","2018","RFA-NS-17-003","Active","UF1NS107705","Interventional Tools","9588470"
"High-throughput 3D random access three-photon calcium imaging","Cui, Meng","PURDUE UNIVERSITY","2018","RFA-NS-17-003","Active","UF1NS107689","Interventional Tools","9588692"
"Novel Implantable Smart Magnetoelectric NanoRFIDs for Large-Scale Neural Magnetic Recording and Modulation","Sun, Nian Xiang","NORTHEASTERN UNIVERSITY","2018","RFA-NS-17-003","Active","UF1NS107694","Interventional Tools","9588662"
"AChMRNS: Nanosensors for Chemical Imaging of Acetylcholine Using MRI","Clark, Heather","NORTHEASTERN UNIVERSITY","2018","RFA-NS-17-003","Active","UF1NS107713","Interventional Tools","9588063"
"Large-scale cellular-resolution voltage imaging of the zebrafish brain","Gong, Yiyang","DUKE UNIVERSITY","2018","RFA-NS-17-003","Active","UF1NS107678","Interventional Tools","9588756"
"Intracellular calcium sensing with molecular fMRI","Jasanoff, Alan","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","2018","RFA-NS-17-003","Active","UF1NS107712","Interventional Tools","9588090"
"Advanced MOTEs: Injectable Microscale Optoelectronically Transduced Electrodes","Molnar, Alyosha","CORNELL UNIVERSITY","2018","RFA-NS-17-003","Active","UF1NS107687","Interventional Tools","9588702"
"kHz-rate in vivo imaging of neural activity througout the living brain","Ji, NA","UNIVERSITY OF CALIFORNIA BERKELEY","2018","RFA-NS-17-003","Active","UF1NS107696","Interventional Tools","9588650"
"Whole-brain recording into nucleic acids using template-independent polymerases","Tyo, Keith","NORTHWESTERN UNIVERSITY","2018","RFA-NS-17-003","Active","UF1NS107697","Interventional Tools","9588631"
"Validating and extending optical tools for extended neural silencing","Kennedy, Matthew","UNIVERSITY OF COLORADO DENVER","2018","RFA-NS-17-003","Active","UF1NS107710","Interventional Tools","9588186"
"Bidirectional Hybrid Electrical-Acoustic Minimally Invasive Implants for Large-Scale Neural Recording and Modulation","Kiani, Mehdi","PENNSYLVANIA STATE UNIVERSITY-UNIV PARK","2018","RFA-EY-17-002","Active","R21EY029424","Interventional ToolsMonitor Neural Activity","9590465"
"DEEPHIPPO: Ultra-thin lensless endoscope for the visualization of deep hippocampus neuronal functional activity.","Rigneault, Herve","AIX-MARSEILLE UNIVERSITY","2018","RFA-EY-17-002","Active","R21EY029406","Interventional ToolsMonitor Neural Activity","9590092"
"Neuronal population dynamics within and across cortical areas","Doiron, Brent","UNIVERSITY OF PITTSBURGH AT PITTSBURGH","2018","RFA-EB-17-005","Active","R01EB026953","Integrated ApproachesTheory & Data Analysis Tools","9615656"
"Ultra High Resolution Brain PET Scanner for in-vivo Autoradiography Imaging","El Fakhri, Georges","MASSACHUSETTS GENERAL HOSPITAL","2018","RFA-EB-17-004","Active","U01EB027003","Human NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural Activity","9617578"
"High SNR Functional Brain Imaging using Oscillating Steady State MRI","NOLL, DOUGLAS","UNIVERSITY OF MICHIGAN AT ANN ARBOR","2018","RFA-EB-17-004","Active","U01EB026977","Human NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural Activity","9617119"
"Development of 7-T MR-compatible TOF-DOI PET Detector and System Technology for the Human Dynamic Neurochemical Connectome Scanner","Catana, Ciprian","MASSACHUSETTS GENERAL HOSPITAL","2018","RFA-EB-17-003","Active","R01EB026995","Human NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural Activity","9617536"
"Enabling Multi-Tracer SPECT Studies of the Human Brain","Peterson, Todd","VANDERBILT UNIVERSITY MEDICAL CENTER","2018","RFA-EB-17-003","Active","R01EB026991","Human NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural Activity","9617513"
"Epigenetic tools and resources for cell-type and spatial analysis of individual mammalian non-neuronal cells","Adey, Andrew","OREGON HEALTH & SCIENCE UNIVERSITY","2018","RFA-DA-18-018","Active","R01DA047237","Cell TypeCircuit DiagramsInterventional ToolsMonitor Neural Activity","9635638"
"New Proteomic and Genome Engineering Approaches to Decipher Astrocyte Function at Synapses","SODERLING, SCOTT","DUKE UNIVERSITY","2018","RFA-DA-18-018","Active","R01DA047258","Cell TypeCircuit DiagramsInterventional ToolsMonitor Neural Activity","9637987"
"Objective, MRI biomarkers for pre-symptomatic detection of autism spectrum disorder at 6 months old: commercial software development and optimization","Bower, Bradley","PRIMENEURO, INC.","2018","PAR-18-501","Active","R44MH118763","Circuit DiagramsInterventional ToolsMonitor Neural Activity","9680324"
"Mechanisms of electrical stimulation of a canonical motor microcircuit","Heckman, Charles","NORTHWESTERN UNIVERSITY AT CHICAGO","2018","RFA-NS-18-018","Active","R01NS109552","Cell TypeHuman NeuroscienceInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9655522"
"The biophysics and potential cell-type selectivity of acoustic neuromodulation","Shoham, Shy","NEW YORK UNIVERSITY SCHOOL OF MEDICINE","2018","RFA-NS-18-018","Active","R01NS109885","Cell TypeHuman NeuroscienceInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9665214"
"Unveiling the mechanisms of ultrasound neuromodulation via spatially confined stimulation and temporally resolved recording","Cheng, Ji-Xin","BOSTON UNIVERSITY (CHARLES RIVER CAMPUS)","2018","RFA-NS-18-018","Active","R01NS109794","Cell TypeHuman NeuroscienceInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9663026"
"CranialProgrammer: Image-Guided Directional Deep Brain Stimulation Programming Using Local-Field Potentials","Duke, Austin","NEXEON MEDSYSTEMS PUERTO RICO OPERATING COMPANY, INC","2018","RFA-NS-17-007","Active","U44NS108148","Human NeuroscienceInterventional ToolsMonitor Neural Activity","9592283"
"Multi-channel MR-compatible flexible microelectrode for recording and stimulation","Shih, Yen-Yu","BLACKROCK MICROSYSTEMS","2018","PAR-15-090","Active","R41MH113252","Circuit DiagramsInterventional ToolsMonitor Neural Activity","9355239"
"Magnetic camera based on optical magnetometer for neuroscience research","Alem, Orang","FIELDLINE, INC.","2018","PAR-15-090","Active","R41NS108898","Circuit DiagramsInterventional ToolsMonitor Neural Activity","9622474"
"A Fast, Accurate and Cloud-based Data Processing Pipeline for High-Density, High-Site-Count Electrophysiology","Kimmel, Bruce","VIDRIO TECHNOLOGIES, LLC","2018","RFA-MH-17-257","Active","R24MH114811","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9414851"
"ELECTROPHYSIOLOGICAL SOURCE IMAGING GUIDED TRANSCRANIAL FOCUSED ULTRASOUND","HE, BIN","Carnegie-mellon University","2017","RFA-MH-17-240","Active","7RF1MH114233-02","Circuit DiagramsHuman NeuroscienceIntegrated Approaches","9617131"
"Quantifying the role of adaptation in olfactory coding through the logic of navigation","Kadakia, Nirag","Yale University","2018","RFA-MH-18-510","Active","1F32MH118700-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9667825"
"Intercellular TWEAK/Fn14 Cytokine Signaling in Sensory-Dependent Circuit Refinement","Cheadle, Lucas M","Harvard Medical School","2019","PAR-18-814","Active","1K99MH120051-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9754316"
"Responsive Neurostimulation for Loss of Control Eating","Halpern, Casey Harrison (contact) Lock, James D Malenka, Robert C Skarpaas, Tara L","Stanford University","2019","RFA-NS-17-006","Active","1UH3NS103446-01A1","Human NeuroscienceInterventional ToolsMonitor Neural Activity","9588174"
